Current Test,Time,X,Y,Z,X2,Y2,Z2
,17553,459.7092,623.59106,355.2079,,,
,17570,418.22113,636.452,356.61356,,,
,17586,418.22113,636.452,356.61356,,,
,17604,396.62906,641.3113,357.4526,,,
,17620,396.62906,641.3113,357.4526,,,
,17638,348.08286,646.787,359.7019,,,
,17654,325.85138,647.7971,362.12247,,,
,17671,306.86337,646.79456,363.6641,,,
,17687,288.12592,642.8655,366.45563,,,
,17703,271.6468,635.87415,368.07196,,,
,17721,257.35086,625.4734,368.66803,,,
,17737,244.20622,612.85425,368.24966,,,
,17753,233.31445,595.03845,365.59875,,,
,17770,228.95003,576.6543,366.24707,,,
,17788,226.15729,559.43414,366.0709,,,
,17804,226.15729,559.43414,366.0709,,,
,17820,228.46077,544.93787,366.54752,,,
,17838,233.36594,529.0098,370.5388,,,
,17855,241.33107,511.438,373.21338,,,
,17871,257.5853,478.14954,372.32144,,,
,17888,273.77505,455.37952,373.36856,,,
,17904,284.77628,443.40857,375.69788,,,
,17920,284.77628,443.40857,375.69788,,,
,17938,323.57294,403.4272,388.56857,,,
,17954,323.57294,403.4272,388.56857,,,
,17970,346.12704,383.13782,397.39578,,,
,17987,368.37393,368.65735,403.39886,,,
,18003,393.38678,353.27496,401.59335,,,
,18021,416.88437,337.01398,400.2504,,,
,18037,416.88437,337.01398,400.2504,,,
,18055,464.27744,311.02057,401.0493,,,
,18072,484.78265,305.13654,403.14938,,,
,18088,507.77774,300.1504,405.141,,,
,18103,507.77774,300.1504,405.141,,,
,18123,557.77234,290.01196,411.43753,,,
,18137,557.77234,290.01196,411.43753,,,
,18154,586.1991,283.02905,414.02698,,,
,18170,612.001,278.18842,416.07175,,,
,18187,635.2456,273.3133,419.4384,,,
,18203,656.20447,269.79858,420.36664,,,
,18220,673.4257,267.6281,420.53677,,,
,18238,689.5975,265.99152,420.87125,,,
,18254,709.4908,261.49353,418.41663,,,
,18270,726.823,258.86255,417.2176,,,
,18289,741.48376,257.5105,416.86307,,,
,18305,756.2643,256.5456,416.97745,,,
,18321,775.4451,255.92413,417.50653,,,
,18337,793.8685,364.67792,378.1922,,,
,18354,874.4029,298.51,306.18585,,,
,18371,874.4029,298.51,306.18585,,,
,18387,903.2669,278.5796,284.30832,,,
,18403,930.2846,273.1725,272.7411,,,
,18420,938.2494,271.57855,269.33105,,,
,18437,945.09784,270.7303,269.46954,,,
,18454,949.98413,270.13995,269.63297,,,
,18471,954.4686,269.50336,269.33923,,,
,18488,957.82623,269.27966,268.80298,,,
,18503,960.0738,268.46722,270.05292,,,
,18520,938.53955,256.91223,286.33142,,,
,18536,928.3833,249.30725,302.32196,,,
,18553,925.89325,245.5456,315.57043,,,
,18570,925.89325,245.5456,315.57043,,,
,18586,928.02026,244.10718,324.4721,,,
,18603,935.1975,242.02417,330.39755,,,
,18620,955.0857,238.62347,337.13174,,,
,18636,973.19666,236.86517,345.96735,,,
,18653,988.053,234.90094,352.923,,,
,18670,1003.01294,234.09393,358.70328,,,
,18688,1015.8157,234.06842,363.2121,,,
,18706,1015.8157,234.06842,363.2121,,,
,18722,1052.0424,236.29248,363.25974,,,
,18752,1065.2021,238.99811,365.8201,,,
,18769,1083.0415,245.65399,366.3373,,,
,18787,1099.9631,254.35083,369.3751,,,
,18804,1114.749,262.02087,370.21445,,,
,18821,1129.0518,270.5282,373.71796,,,
,18838,1144.9261,281.5434,380.27463,,,
,18855,1159.611,292.80658,385.96472,,,
,18872,1170.4626,303.4099,389.22626,,,
,18889,1178.7297,311.98297,395.818,,,
,18919,1196.9429,337.28174,402.4228,,,
,18935,1196.9429,337.28174,402.4228,,,
,18954,1203.7942,347.7431,406.0579,,,
,18972,1207.4119,356.48035,411.2478,,,
,18988,1213.419,365.54004,408.1546,,,
,19006,1216.7101,371.04834,406.85678,,,
,19023,1218.4454,374.9864,405.80338,,,
,19052,1218.6057,378.05585,404.5035,,,
,19069,1217.3572,378.377,404.0055,,,
,19088,1200.7008,377.7091,400.51157,,,
,19119,1200.7008,377.7091,400.51157,,,
,19153,1143.4307,355.37695,393.8788,,,
,19185,1095.1191,337.12738,398.3658,,,
,19203,1074.325,330.88538,394.47348,,,
,19236,1032.7578,323.1844,395.29865,,,
,19270,981.6322,318.6892,406.19803,,,
,19303,955.78345,320.107,410.97562,,,
,19337,903.0294,328.40015,410.1138,,,
,19369,838.2175,339.2508,409.33807,,,
,19402,775.6882,352.47968,410.83456,,,
,19435,719.2206,369.6756,415.8943,,,
,19455,702.0653,377.6286,419.2286,,,
,19488,685.139,390.61652,415.6557,,,
,19519,682.4328,395.68005,413.6253,,,
,19554,681.66095,400.90588,416.1994,,,
,19586,688.671,400.03436,422.1486,,,
,19618,738.095,416.2033,363.63403,,,
,19636,731.9944,383.48016,356.78787,,,
,19670,730.3466,359.91016,385.38208,,,
,19702,743.66455,340.93597,405.5519,,,
,19736,758.2121,329.31464,410.9555,,,
,19768,795.6479,307.38287,422.17654,,,
,19802,837.1477,293.62738,423.44232,,,
,19835,883.9125,278.18915,420.3864,,,
,19855,906.15924,275.70807,422.36728,,,
,19888,951.77875,273.69788,422.01306,,,
,19919,975.7594,276.56964,421.47217,,,
,19953,1019.6009,280.20563,415.26608,,,
,19970,1037.8995,284.2614,418.526,,,
,20002,1079.4548,296.136,418.56497,,,
,20021,1101.2596,303.02936,415.1278,,,
,20054,1143.7205,319.7796,418.1804,,,
,20088,1189.4398,335.35913,415.74295,,,
,20121,1226.8202,347.68958,417.15054,,,
,20153,1242.3176,355.8958,419.98117,,,
,20186,1258.7065,370.30835,427.97125,,,
,20219,1264.5726,377.29535,430.58017,,,
,20253,1263.5021,377.87012,429.70547,,,
,20286,1254.9843,374.47186,421.80118,,,
,20320,1227.6055,360.18268,402.31708,,,
,20353,1212.2186,353.63354,395.14093,,,
,20387,1166.2582,337.9627,389.2988,,,
,20420,1127.4307,313.60315,389.09637,,,
,20453,1091.2817,291.27264,390.83414,,,
,20486,1052.9165,271.4464,390.7882,,,
,20518,1012.02734,255.59229,398.0029,,,
,20537,981.72595,257.80463,408.39297,,,
,20571,957.75366,257.29144,411.16266,,,
,20604,902.8295,258.80658,417.94122,,,
,20660,821.588,264.2329,409.35327,,,
,20677,791.493,268.3731,409.99445,,,
,20694,767.2405,272.40015,409.3324,,,
,20710,741.2594,275.9981,411.32263,,,
,20728,722.05927,279.1267,409.8342,,,
,20744,710.3549,282.00732,410.33377,,,
,20761,710.3549,282.00732,410.33377,,,
,20778,699.1252,285.86578,409.3615,,,
,20795,688.2003,287.0835,408.85297,,,
,20811,679.4842,289.56732,406.1141,,,
,20828,674.7815,291.00238,404.5532,,,
,20844,672.8334,292.15326,403.23294,,,
,20861,671.57355,292.89758,402.37912,,,
,20878,671.2555,292.9026,402.07162,,,
,20894,671.52185,292.83057,401.88187,,,
,20912,675.25385,294.50146,402.10773,,,
,20928,678.4421,294.34778,401.44107,,,
,20944,686.55646,293.01263,401.38568,,,
,20961,686.55646,293.01263,401.38568,,,
,20978,697.46246,289.9251,401.93997,,,
,20995,708.1551,285.78766,403.33093,,,
,21011,719.8948,281.7765,406.2731,,,
,21027,732.33466,276.12775,411.5592,,,
,21044,741.73785,273.89337,416.58008,,,
,21060,746.1989,272.8335,418.9621,,,
,21077,749.51843,272.13953,420.6782,,,
,21094,756.94385,271.21906,424.3986,,,
,21111,766.451,271.09888,429.43005,,,
,21127,766.451,271.09888,429.43005,,,
,21145,780.9865,270.56396,436.1089,,,
,21161,790.9987,270.5763,441.04938,,,
,21178,798.23,271.0094,444.0644,,,
,21194,804.4342,271.45093,446.54156,,,
,21212,808.6956,271.62286,447.51556,,,
,21228,810.9636,271.71643,447.0972,,,
,21243,811.5284,272.51288,445.07037,,,
,21262,807.45465,274.68103,440.91776,,,
,21277,807.45465,274.68103,440.91776,,,
,21294,800.9832,277.7674,436.0195,,,
,21312,778.81726,281.83002,430.0852,,,
,21327,778.81726,281.83002,430.0852,,,
,21345,761.9303,285.66095,427.30496,,,
,21361,744.61127,291.51685,424.66473,,,
,21378,725.97217,295.7904,423.40823,,,
,21394,707.15826,302.97003,421.05234,,,
,21411,690.6903,309.53027,418.06256,,,
,21428,676.8035,316.33173,417.56284,,,
,21444,665.8735,321.59753,418.61255,,,
,21461,656.796,326.4986,419.23,,,
,21478,651.8842,330.19055,418.72604,,,
,21494,648.56256,333.87714,419.5961,,,
,21511,648.56256,333.87714,419.5961,,,
,21528,648.56256,333.87714,419.5961,,,
,21544,646.5085,337.0506,418.90396,,,
,21561,646.6935,339.96967,419.0442,,,
,21578,649.36346,340.41388,418.80646,,,
,21594,654.4766,339.3722,418.28485,,,
,21610,663.5341,337.3756,419.16055,,,
,21635,677.36127,334.13715,422.35324,,,
,21653,693.1839,329.16174,426.41504,,,
,21671,710.31165,322.68317,430.37317,,,
,21689,710.31165,322.68317,430.37317,,,
,21719,755.0924,296.2174,446.4107,,,
,21737,775.9518,292.01422,452.38568,,,
,21754,796.2089,287.35736,455.94647,,,
,21785,840.64636,280.29053,463.44043,,,
,21802,861.2588,278.1266,465.8847,,,
,21821,884.2715,273.52917,464.49918,,,
,21852,929.82336,272.839,462.5508,,,
,21869,929.82336,272.839,462.5508,,,
,21889,971.3147,280.1034,468.2061,,,
,21921,1016.749,292.78003,477.2723,,,
,21953,1063.8801,308.08087,484.4168,,,
,22019,1145.704,335.84924,497.37744,,,
,22036,1161.0892,334.81744,500.85645,,,
,22053,1161.0892,334.81744,500.85645,,,
,22070,1171.1493,334.98328,504.0884,,,
,22087,1178.0404,336.2879,506.8298,,,
,22103,1182.7845,337.74683,509.17023,,,
,22121,1192.6106,339.5979,509.93802,,,
,22138,1198.4304,340.8141,509.43198,,,
,22154,1201.0801,341.47968,509.4111,,,
,22171,1201.8578,341.8031,509.7428,,,
,22188,1202.2517,341.01367,509.12473,,,
,22204,1201.3676,340.20337,508.5439,,,
,22221,1196.8513,338.48267,506.74503,,,
,22237,1183.3278,333.9151,503.4546,,,
,22254,1183.3278,333.9151,503.4546,,,
,22271,1165.951,328.30945,499.16006,,,
,22288,1143.0315,320.14166,493.61374,,,
,22303,1120.3035,314.6969,492.25583,,,
,22327,1105.0844,308.52704,487.96664,,,
,22344,1096.4507,304.06885,484.09485,,,
,22361,1078.7437,295.54596,481.80032,,,
,22377,1064.0613,289.102,480.94003,,,
,22394,1050.4093,283.60223,481.1573,,,
,22411,1038.8448,279.45685,482.33255,,,
,22428,1029.5819,276.84943,483.32288,,,
,22445,1025.4824,275.47443,483.93323,,,
,22461,1022.54694,273.9489,487.85236,,,
,22478,1022.10626,273.05255,491.37677,,,
,22494,1022.10626,273.05255,491.37677,,,
,22511,1023.12115,274.76123,497.33517,,,
,22528,1031.7987,276.03906,504.21542,,,
,22555,1071.958,282.07953,522.292,,,
,22573,1098.0256,288.54492,527.5839,,,
,22588,1124.2922,295.67877,531.9135,,,
,22606,1145.5355,302.42212,536.3906,,,
,22622,1162.2515,309.1875,542.02423,,,
,22640,1181.5607,318.91235,543.2313,,,
,22655,1198.2941,325.45392,546.6034,,,
,22672,1219.4987,331.9333,548.6575,,,
,22688,1232.8698,340.67218,549.8002,,,
,22706,1247.0458,347.1211,549.3374,,,
,22722,1247.0458,347.1211,549.3374,,,
,22740,1264.9078,360.93176,553.99805,,,
,22756,1264.9078,360.93176,553.99805,,,
,22772,1273.1576,365.8191,556.1138,,,
,22790,1273.1576,365.8191,556.1138,,,
,22808,1276.4313,372.04712,558.4208,,,
,22823,1277.0829,375.50073,559.4717,,,
,22840,1277.0988,377.29242,558.76654,,,
,22855,1276.1913,378.77673,558.5312,,,
,22873,1274.1906,379.7339,557.31824,,,
,22890,1264.2389,380.32745,554.3735,,,
,22906,1250.9861,380.66858,550.89166,,,
,22922,1233.8772,380.739,548.01434,,,
,22938,1210.71,379.26178,545.32666,,,
,22956,1192.905,376.73834,540.9331,,,
,22972,1174.9385,372.61102,536.68066,,,
,22989,1156.8444,367.65472,530.24896,,,
,23007,1131.5763,362.76184,525.5199,,,
,23022,1131.5763,362.76184,525.5199,,,
,23040,1105.1343,357.97668,522.7292,,,
,23056,1076.0848,353.65234,520.9791,,,
,23073,1052.524,348.2179,520.6752,,,
,23088,1026.9315,344.16284,521.3184,,,
,23106,992.33307,341.51074,524.9895,,,
,23123,961.3652,341.58398,524.2848,,,
,23138,929.2774,343.04144,521.1874,,,
,23155,898.59064,345.48645,521.9636,,,
,23173,871.2922,348.90857,523.5027,,,
,23189,851.0504,351.2744,521.0508,,,
,23206,822.2149,356.4162,518.9969,,,
,23223,822.2149,356.4162,518.9969,,,
,23239,790.1251,364.0913,520.3384,,,
,23256,757.2239,372.82758,527.50867,,,
,23272,741.87067,378.7464,530.4486,,,
,23288,727.0283,384.7697,530.9479,,,
,23306,709.48016,393.35175,532.4762,,,
,23322,698.48926,399.04034,530.73254,,,
,23340,681.9283,407.1554,529.6135,,,
,23357,658.40027,418.8178,536.27576,,,
,23372,649.8096,424.10944,538.7517,,,
,23390,642.9057,426.66113,538.3595,,,
,23405,639.6643,427.68372,538.40076,,,
,23423,639.6643,427.68372,538.40076,,,
,23439,632.5065,429.8684,539.97473,,,
,23457,627.98737,429.8573,538.9896,,,
,23473,627.98737,429.8573,538.9896,,,
,23489,626.85333,429.02887,538.9042,,,
,23506,625.0786,428.45813,539.9049,,,
,23522,624.9278,426.0257,542.25964,,,
,23538,626.6028,422.26733,543.0771,,,
,23555,631.9446,417.54102,543.6636,,,
,23573,639.02966,413.15332,545.26605,,,
,23589,648.93164,408.13885,546.218,,,
,23606,667.25696,400.99817,547.9523,,,
,23622,684.6739,395.1364,549.66736,,,
,23639,712.5978,384.78326,548.03644,,,
,23655,733.90564,375.7047,545.19275,,,
,23673,733.90564,375.7047,545.19275,,,
,23689,751.7521,371.23206,548.2768,,,
,23707,765.66614,368.44183,551.9884,,,
,23722,786.75165,362.5526,552.83746,,,
,23738,805.77435,358.2312,552.85046,,,
,23758,824.6362,351.38525,548.85474,,,
,23774,843.5509,345.28143,547.64435,,,
,23789,858.48456,338.71936,546.94836,,,
,23805,872.9715,332.9261,542.59216,,,
,23822,884.36414,327.62573,541.86127,,,
,23839,896.0358,321.51343,541.02124,,,
,23856,905.3028,315.72217,540.2063,,,
,23873,914.67993,310.38544,539.94604,,,
,23890,914.67993,310.38544,539.94604,,,
,23906,922.4523,303.79224,541.42004,,,
,23923,928.513,298.8427,542.5808,,,
,23939,932.13306,296.57788,544.38745,,,
,23955,934.2651,295.1305,544.69147,,,
,23973,937.1995,291.47327,545.2734,,,
,23989,938.30334,288.3476,545.879,,,
,24006,938.7792,285.8703,546.01306,,,
,24022,937.7167,284.61682,546.4776,,,
,24039,934.3872,284.65356,546.81726,,,
,24056,928.48926,284.95544,546.45996,,,
,24073,918.7363,286.05695,544.16724,,,
,24089,905.02136,288.21808,542.0841,,,
,24106,905.02136,288.21808,542.0841,,,
,24123,887.14777,293.7906,542.49,,,
,24139,870.97815,298.66577,542.1448,,,
,24155,854.2641,303.26105,540.6681,,,
,24172,840.3207,307.89648,538.86255,,,
,24189,820.8377,313.82434,537.61035,,,
,24206,807.7017,320.81958,534.2959,,,
,24223,794.46967,325.1164,528.3111,,,
,24238,781.76154,329.78333,524.9166,,,
,24256,768.08575,334.0832,520.9585,,,
,24272,755.83136,338.54224,519.44617,,,
,24289,740.9036,342.51575,514.7368,,,
,24305,727.9248,345.27155,512.30225,,,
,24323,727.9248,345.27155,512.30225,,,
,24339,717.13196,346.93787,509.13986,,,
,24356,707.9304,348.1305,506.5306,,,
,24373,700.4077,352.12744,504.59943,,,
,24389,693.9608,352.29236,502.3367,,,
,24405,689.2692,352.55566,500.8812,,,
,24422,687.3865,352.08392,501.00415,,,
,24438,685.7412,351.72968,501.23584,,,
,24456,683.9908,350.51343,501.3329,,,
,24472,685.44836,346.33612,499.91138,,,
,24489,688.85443,341.50995,497.2965,,,
,24505,695.18066,334.299,491.73846,,,
,24522,695.18066,334.299,491.73846,,,
,24539,701.2088,328.50775,488.12366,,,
,24555,705.7585,322.98608,486.3729,,,
,24572,712.2797,318.09027,486.47815,,,
,24588,718.3939,311.50275,486.85245,,,
,24605,729.86017,301.96368,490.5219,,,
,24622,740.3919,294.40692,495.5615,,,
,24639,752.10443,288.45563,500.15182,,,
,24656,767.39496,281.18335,502.67834,,,
,24673,783.63354,274.33514,505.97562,,,
,24690,799.5857,269.50873,507.08786,,,
,24719,817.88025,262.898,511.39227,,,
,24736,835.1796,258.7826,514.6953,,,
,24754,851.17883,256.91724,520.2488,,,
,24772,867.7024,255.96521,524.05835,,,
,24788,888.9177,256.21613,527.76764,,,
,24805,909.95416,255.73438,530.10266,,,
,24835,945.17474,255.44812,533.3072,,,
,24853,963.2948,255.26733,535.88226,,,
,24871,978.60815,256.30408,538.83215,,,
,24902,989.0038,258.5686,542.7751,,,
,24919,1000.20856,258.38934,546.02716,,,
,24938,1007.66724,262.11957,546.80273,,,
,24968,1023.06805,250.78491,556.52875,,,
,24986,1025.1569,249.35675,557.6745,,,
,25004,1028.1039,247.5279,558.7002,,,
,25035,1047.0442,238.8935,551.4651,,,
,25053,1054.4384,236.27722,549.23267,,,
,25071,1063.347,235.15997,547.8519,,,
,25102,1074.8339,234.16333,545.30444,,,
,25119,1083.6848,233.08832,544.2821,,,
,25141,1106.8262,233.76184,546.74976,,,
,25170,1119.3407,236.01819,548.6989,,,
,25187,1150.7748,246.81403,557.9326,,,
,25205,1169.5612,254.91193,564.1376,,,
,25237,1216.3802,268.11108,568.6453,,,
,25271,1230.2097,276.2516,571.683,,,
,25304,0.0,0.0,0.0,,,
,25552,1235.2074,283.5263,561.2562,,,
,25585,1203.5745,259.45605,548.25977,,,
,25619,1183.1777,238.53497,547.27515,,,
,25652,1170.9315,227.56274,541.9004,,,
,25685,1166.8801,224.25867,541.5966,,,
,25719,1162.13,222.35284,542.9365,,,
,25752,1159.1066,223.58313,546.98047,,,
,25786,1159.403,226.22266,552.8353,,,
,25819,1162.4829,230.18121,557.5591,,,
,25852,1170.2941,236.65466,563.5382,,,
,25886,1175.9476,244.03448,570.652,,,
,25919,0.0,0.0,0.0,,,
,26270,1165.127,303.01068,559.6078,,,
,26303,1147.6178,294.34583,551.14734,,,
,26336,1128.1366,284.25543,550.26117,,,
,26369,1091.9531,272.96014,544.9407,,,
,26406,1059.1459,253.58911,550.6588,,,
,26423,1050.7538,251.4674,551.1288,,,
,26440,1039.6384,249.55634,552.6079,,,
,26456,1031.86,248.33081,553.2221,,,
,26474,1022.736,246.76715,554.05725,,,
,26491,1012.63293,245.97363,555.3457,,,
,26507,1004.89703,245.10071,556.34033,,,
,26524,999.944,244.2829,556.7633,,,
,26540,996.3157,244.14331,557.1122,,,
,26557,989.8443,245.284,558.2911,,,
,26573,989.8443,245.284,558.2911,,,
,26590,984.0929,245.1969,559.5309,,,
,26607,984.0929,245.1969,559.5309,,,
,26624,977.783,244.52148,560.7294,,,
,26640,975.1406,244.53436,561.1042,,,
,26657,975.1406,244.53436,561.1042,,,
,26673,971.1436,245.5296,561.75977,,,
,26690,968.22345,246.25665,562.2388,,,
,26707,963.8304,248.72028,563.1511,,,
,26723,959.0568,251.57507,563.5093,,,
,26740,955.33905,252.56946,562.46387,,,
,26756,950.5467,254.80145,562.0715,,,
,26773,947.1063,256.92023,561.76465,,,
,26790,944.62683,258.515,561.57263,,,
,26806,942.2022,260.12225,560.9191,,,
,26823,935.55066,264.59106,563.031,,,
,26840,931.74414,267.36047,563.9513,,,
,26857,928.1677,269.1972,564.5443,,,
,26874,925.8829,270.09442,564.5462,,,
,26890,924.48376,270.87585,564.1169,,,
,26906,919.5235,271.776,560.56824,,,
,26924,919.5235,271.776,560.56824,,,
,26940,914.005,272.8322,557.6482,,,
,26957,908.504,274.4287,556.2278,,,
,26973,903.92566,276.0788,555.01794,,,
,26989,898.7387,278.4995,553.7296,,,
,27007,891.6048,281.7494,552.5198,,,
,27023,881.5881,287.28882,550.84735,,,
,27040,872.1394,292.99225,547.80505,,,
,27057,861.54926,299.13342,543.13965,,,
,27073,848.86194,306.4331,537.60205,,,
,27091,830.71875,315.38934,534.83386,,,
,27107,810.91595,324.97974,533.15125,,,
,27123,795.5539,332.07245,533.13965,,,
,27140,780.4933,340.52643,533.7611,,,
,27157,780.4933,340.52643,533.7611,,,
,27174,768.3134,349.17682,533.57654,,,
,27190,755.7229,358.34222,532.46985,,,
,27207,730.93274,371.3075,533.9544,,,
,27223,719.9832,379.14984,542.4497,,,
,27240,716.0657,391.66888,534.65784,,,
,27256,713.5281,394.53564,531.81494,,,
,27273,710.9731,395.83282,531.8813,,,
,27290,708.9733,396.2602,531.127,,,
,27306,698.9899,436.57147,536.09045,,,
,27323,700.17053,425.14172,528.99536,,,
,27339,700.17053,425.14172,528.99536,,,
,27356,704.2242,401.96478,521.04285,,,
,27373,709.147,388.28467,520.05493,,,
,27390,712.17615,378.05347,521.48364,,,
,27406,712.9471,378.42902,521.10425,,,
,27423,717.0992,376.94995,520.6964,,,
,27440,724.89874,372.8396,520.7156,,,
,27457,739.1579,355.6142,512.6671,,,
,27474,748.9468,336.44318,513.6704,,,
,27490,759.04785,322.66754,513.63513,,,
,27507,766.6435,315.7387,513.542,,,
,27523,777.24774,306.73553,510.30988,,,
,27540,777.24774,306.73553,510.30988,,,
,27556,788.9767,288.37537,511.87155,,,
,27572,788.9767,288.37537,511.87155,,,
,27589,795.1149,281.98517,512.587,,,
,27607,799.53516,277.32263,513.1823,,,
,27624,804.0529,273.56604,513.8689,,,
,27640,806.3412,270.26538,514.56726,,,
,27656,807.8438,267.4438,515.16626,,,
,27673,809.0839,265.29962,515.526,,,
,27690,810.20447,263.70795,515.6354,,,
,27707,810.82385,259.3844,516.75134,,,
,27724,811.2798,256.6114,518.3366,,,
,27740,811.2795,254.72656,519.2091,,,
,27756,811.2269,253.52222,519.7682,,,
,27774,811.2269,253.52222,519.7682,,,
,27790,810.5916,252.258,519.82654,,,
,27807,809.8741,251.29486,519.8905,,,
,27823,808.34644,250.45703,519.8231,,,
,27839,806.98224,250.37158,519.7416,,,
,27856,805.1378,250.98157,519.5701,,,
,27873,803.44147,251.30652,519.4938,,,
,27890,799.7148,251.7779,519.24524,,,
,27906,795.0132,253.06244,518.9561,,,
,27925,789.1877,254.7724,518.4476,,,
,27942,780.84125,257.9718,516.8676,,,
,27959,772.78735,261.09015,515.7876,,,
,27977,764.2298,265.6493,515.03357,,,
,27993,756.92413,270.2243,515.8767,,,
,28009,747.3654,275.24402,515.6533,,,
,28026,738.58777,280.1173,516.0897,,,
,28041,738.58777,280.1173,516.0897,,,
,28059,730.7398,285.03497,515.90784,,,
,28078,723.7111,289.8775,516.2028,,,
,28096,717.67413,293.72845,515.8063,,,
,28109,709.76416,299.87024,514.9313,,,
,28126,702.00165,304.03442,515.96924,,,
,28142,692.9424,309.92255,516.9443,,,
,28159,684.47986,315.66138,517.17914,,,
,28177,675.9735,320.94684,516.5254,,,
,28192,664.55786,329.67877,514.00305,,,
,28209,653.96173,334.71375,520.2018,,,
,28225,644.90356,340.32056,521.8372,,,
,28242,635.2965,344.4572,521.32434,,,
,28259,628.2697,347.86627,520.4951,,,
,28276,619.9438,352.09528,517.30457,,,
,28293,613.35767,354.98126,515.47034,,,
,28309,613.35767,354.98126,515.47034,,,
,28325,607.3908,357.32117,514.24854,,,
,28343,604.03564,358.01068,512.974,,,
,28359,601.73987,357.80774,512.8274,,,
,28375,601.73987,357.80774,512.8274,,,
,28393,599.95825,357.711,512.7141,,,
,28409,598.28485,357.1759,512.42163,,,
,28425,597.28076,355.04352,512.5966,,,
,28442,596.49927,352.26068,511.7059,,,
,28459,597.28375,347.41833,511.0372,,,
,28476,599.7795,338.24518,510.4797,,,
,28492,604.7999,329.97742,509.73444,,,
,28509,610.4719,322.0913,511.65686,,,
,28525,615.12213,315.85406,513.99365,,,
,28543,623.3929,310.4522,514.666,,,
,28559,633.32074,303.3838,516.30316,,,
,28576,633.32074,303.3838,516.30316,,,
,28593,657.91626,286.80756,524.3369,,,
,28611,667.50165,270.91418,529.844,,,
,28626,678.7068,262.07623,531.52277,,,
,28643,689.2561,256.90393,533.5581,,,
,28660,699.65094,248.38019,537.6902,,,
,28676,699.65094,248.38019,537.6902,,,
,28692,709.9463,244.26733,541.44836,,,
,28709,719.66675,240.39148,543.52563,,,
,28726,728.9145,234.99213,547.2539,,,
,28743,735.6098,230.39423,552.08386,,,
,28760,742.05316,227.70337,553.76953,,,
,28776,747.50824,224.86401,552.7629,,,
,28793,753.7313,220.38947,551.2101,,,
,28810,758.3627,216.60004,553.21484,,,
,28827,761.6032,214.2804,554.4603,,,
,28843,763.73517,213.19623,555.07874,,,
,28859,763.73517,213.19623,555.07874,,,
,28876,765.43896,212.59637,555.49524,,,
,28893,767.3778,212.3476,555.56006,,,
,28908,769.6585,211.75769,555.1179,,,
,28925,770.9772,211.49933,554.7612,,,
,28941,771.9345,211.75122,554.0651,,,
,28958,772.43524,211.9201,553.3347,,,
,28975,772.8923,212.22375,552.4938,,,
,28993,773.0553,212.54688,551.713,,,
,29009,773.55493,213.17645,550.51245,,,
,29026,773.48517,213.61493,549.511,,,
,29042,773.7058,214.00323,548.6954,,,
,29060,773.91296,214.37451,547.9929,,,
,29075,774.0786,214.67126,547.4315,,,
,29093,774.11926,215.08472,546.9568,,,
,29109,774.11926,215.08472,546.9568,,,
,29128,773.97156,215.9801,546.15845,,,
,29142,773.97156,215.9801,546.15845,,,
,29160,773.5695,216.9707,545.5654,,,
,29175,772.79,217.91064,544.99164,,,
,29192,772.19366,218.77069,544.60645,,,
,29209,772.0842,219.45288,544.33044,,,
,29225,771.77985,220.84216,544.27185,,,
,29243,771.7305,221.96698,544.2249,,,
,29259,771.56946,222.89178,544.1882,,,
,29275,771.35004,223.87146,544.31824,,,
,29292,770.80865,225.47845,544.8544,,,
,29309,769.4314,226.94098,545.38873,,,
,29326,767.96106,228.27167,545.7363,,,
,29342,767.96106,228.27167,545.7363,,,
,29359,765.4977,229.41309,546.03564,,,
,29375,762.9577,230.20422,546.26544,,,
,29392,759.3994,231.4541,546.54315,,,
,29408,755.85266,232.72046,546.74976,,,
,29425,752.06525,233.58105,545.96234,,,
,29442,748.1174,234.72253,545.0065,,,
,29459,743.39777,236.31366,543.6714,,,
,29476,740.47064,237.22589,542.6023,,,
,29491,740.47064,237.22589,542.6023,,,
,29509,737.7791,238.33203,541.6702,,,
,29525,736.52435,239.72278,541.1798,,,
,29542,735.80347,240.93341,540.71484,,,
,29559,735.60187,241.92151,539.8258,,,
,29576,736.1064,242.88068,539.31726,,,
,29592,736.5342,243.6142,539.1155,,,
,29609,737.0698,244.2251,538.96423,,,
,29625,737.2496,244.31512,538.8462,,,
,29642,737.29364,244.28204,539.0021,,,
,29659,737.29364,244.28204,539.0021,,,
,29676,737.87915,243.33282,540.2394,,,
,29695,737.21014,242.1142,541.4586,,,
,29709,737.21014,242.1142,541.4586,,,
,29726,736.6693,241.34393,542.09564,,,
,29742,736.27344,240.60632,542.81396,,,
,29759,736.02747,239.84003,543.2776,,,
,29776,736.2413,238.77496,543.444,,,
,29792,736.61523,237.80878,543.7898,,,
,29809,737.2409,237.02295,544.52405,,,
,29826,737.948,236.29083,545.4176,,,
,29842,738.48987,235.72998,546.1024,,,
,29859,739.70496,235.71802,546.9669,,,
,29876,740.75165,235.61804,547.7164,,,
,29893,741.89703,235.66742,548.41113,,,
,29909,743.54486,236.10095,549.0631,,,
,29926,743.54486,236.10095,549.0631,,,
,29942,745.229,236.46631,549.8132,,,
,29958,747.24475,236.24103,551.35187,,,
,29976,749.10785,236.71649,551.9033,,,
,29993,750.49097,237.06934,552.31274,,,
,30009,751.0812,237.58942,552.7793,,,
