Current Test,Time,X,Y,Z,X2,Y2,Z2,PWMValue
,9803,851.7946,411.87836,403.35373,,,,3
,9820,859.3922,411.80182,404.00458,,,,3
,9837,865.80896,411.0744,404.14072,,,,3
,9853,869.66296,410.07043,404.0617,,,,3
,9871,871.7713,402.06744,397.96484,,,,3
,9888,867.6148,395.20197,393.5729,,,,3
,9904,867.6148,395.20197,393.5729,,,,3
,9920,858.29626,389.13733,389.14114,,,,3
,9937,844.9838,384.32806,384.74988,,,,3
,9953,826.5806,377.41833,381.14447,,,,3
,9971,826.5806,377.41833,381.14447,,,,3
,9988,806.9315,373.5929,376.45023,,,,3
,10004,789.4226,373.11646,371.81274,,,,3
,10021,758.36945,380.65887,364.71445,,,,3
,10038,744.4221,388.2364,365.1467,,,,3
,10053,744.4221,388.2364,365.1467,,,,3
,10070,720.8507,407.00043,363.9343,,,,3
,10087,720.8507,407.00043,363.9343,,,,3
,10104,709.29095,417.52814,363.64053,,,,3
,10121,694.366,430.20508,361.88803,,,,3
,10137,689.3621,434.28833,360.95334,,,,3
,10154,685.6355,437.1563,360.09836,,,,3
,10170,685.6355,437.1563,360.09836,,,,3
,10188,683.03186,438.97168,359.286,,,,3
,10204,681.67584,440.05005,358.7449,,,,3
,10221,681.3177,440.7224,358.42014,,,,3
,10237,681.3177,440.7224,358.42014,,,,3
,10254,681.3903,440.6767,358.29398,,,,3
,10270,682.0067,440.5365,358.04712,,,,3
,10288,683.6921,440.17078,357.82867,,,,3
,10304,686.8584,439.36865,357.82407,,,,3
,10321,691.7704,438.1657,357.98013,,,,3
,10337,696.5786,437.0157,358.40512,,,,3
,10354,701.5344,435.2351,359.42877,,,,3
,10371,704.9338,435.2556,360.53607,,,,3
,10387,708.7841,434.39636,362.13666,,,,3
,10403,712.33704,433.8377,363.55627,,,,3
,10420,715.5344,433.2975,364.96683,,,,3
,10438,717.6337,432.8324,365.946,,,,3
,10453,719.0393,432.40863,366.57806,,,,3
,10470,719.9393,432.2057,367.14102,,,,3
,10488,719.9393,432.2057,367.14102,,,,3
,10504,720.48145,432.0423,367.5588,,,,3
,10520,720.8393,431.89575,367.93613,,,,3
,10537,720.9183,431.8805,368.34055,,,,3
,10553,720.60815,431.9751,368.8861,,,,3
,10571,719.9085,432.1573,369.5707,,,,3
,10587,718.9675,432.54034,370.33002,,,,3
,10604,717.5614,432.93408,370.99588,,,,3
,10620,715.49164,433.3302,371.42404,,,,3
,10638,713.50653,433.42676,371.59317,,,,3
,10653,710.8888,433.57477,371.70724,,,,3
,10670,708.29095,433.77753,371.7887,,,,3
,10687,708.29095,433.77753,371.7887,,,,3
,10703,702.92804,434.50824,372.0762,,,,3
,10721,702.92804,434.50824,372.0762,,,,3
,10737,700.8336,434.76062,372.17776,,,,3
,10755,698.4253,434.9992,372.29022,,,,3
,10770,696.4054,435.17102,372.4643,,,,3
,10787,694.51434,435.2055,372.5022,,,,3
,10805,692.97754,435.23083,372.5762,,,,3
,10820,691.76953,435.26776,372.63388,,,,3
,10838,690.9678,435.2677,372.69888,,,,3
,10854,690.568,435.26385,372.79184,,,,3
,10870,690.1633,435.22174,373.10483,,,,3
,10888,689.954,435.13593,373.44302,,,,3
,10903,689.6732,434.85767,374.04028,,,,3
,10920,689.49347,434.57367,374.61798,,,,3
,10937,689.49347,434.57367,374.61798,,,,3
,10954,689.38477,434.2846,375.20413,,,,3
,10970,689.2426,433.93207,376.0661,,,,3
,10989,689.0887,433.50867,376.78842,,,,3
,11005,688.9465,433.1626,377.3632,,,,3
,11020,688.7289,432.8222,377.8255,,,,3
,11038,688.4859,432.59583,378.182,,,,3
,11054,688.216,432.4203,378.49692,,,,3
,11071,687.92126,432.2246,378.7984,,,,3
,11088,687.45056,431.73706,379.09583,,,,3
,11103,686.8234,431.83228,379.32898,,,,3
,11120,686.0013,432.2519,379.69055,,,,3
,11136,686.0013,432.2519,379.69055,,,,3
,11154,685.8535,432.24286,379.92206,,,,3
,11170,685.7101,432.2176,380.1055,,,,3
,11187,685.514,432.15216,380.29474,,,,3
,11205,685.33716,432.0456,380.38986,,,,3
,11221,685.20825,431.95673,380.4849,,,,3
,11238,685.09155,431.86792,380.5683,,,,3
,11254,684.9307,431.76117,380.62943,,,,3
,11270,684.7364,431.5829,380.64423,,,,3
